customer_no,full_name,phone,email,password_hash,account_iban,currency,balance,card_masked_pan,card_status,tx_type,amount,tx_status,created_at,target_iban,bill_id
CUST-1026,Sofiia Tkachuk,+380671000026,sofiia.tkachuk26@example.com,45e17065ddc6fb3a682f7732df5804652952dbe1f5ca5377a661515a8fcf66be,UA000010000000000000000000053,EUR,90488.93,**** **** **** 1053,ACTIVE,BILL_PAYMENT,9119.57,COMPLETED,2024-01-02T15:55:00,,BILL-50265
CUST-1091,Andrii Melnyk,+380671000091,andrii.melnyk91@example.com,7f6ceca338f7fe1bb409870c95cbf5009115df953af77a91ef912a11cf6423c7,UA000010000000000000000000184,UAH,87399.25,**** **** **** 1184,BLOCKED,BILL_PAYMENT,11026.29,COMPLETED,2024-01-02T16:02:00,,BILL-50266
CUST-1051,Sofiia Tkachuk,+380671000051,sofiia.tkachuk51@example.com,cc35e4b303c84633f2e64c1fe30a9c2f9e0f1dcdd53d1a748451b83164db475a,UA000010000000000000000000103,EUR,53582.06,**** **** **** 1103,BLOCKED,TRANSFER,11421.94,FAILED,2024-01-02T16:09:00,UA000010000000000000000000144,
CUST-1013,Maksym Tkachuk,+380671000013,maksym.tkachuk13@example.com,1e53de2a2b4ab888cc24002ef8832d433b21956ab83ddeef989c8224b5c8f9f2,UA000010000000000000000000028,UAH,94218.02,**** **** **** 1028,ACTIVE,BILL_PAYMENT,3663.98,PENDING,2024-01-02T16:16:00,,BILL-50268
CUST-1034,Sofiia Tkachuk,+380671000034,sofiia.tkachuk34@example.com,94cd5db06baf087fd56c0042adc1deb162d271acfb8b3eb0277069517998d489,UA000010000000000000000000069,USD,35763.47,**** **** **** 1069,BLOCKED,BILL_PAYMENT,3756.39,PENDING,2024-01-02T16:23:00,,BILL-50269
CUST-1006,Ivan Shevchenko,+380671000006,ivan.shevchenko6@example.com,5c4950c94a3461441c356afa783f76b83b38fd65f730f291403efbcc798acc1f,UA000010000000000000000000013,UAH,44869.94,**** **** **** 1013,ACTIVE,BILL_PAYMENT,14183.5,FAILED,2024-01-02T16:30:00,,BILL-50270
CUST-1053,Dmytro Bondarenko,+380671000053,dmytro.bondarenko53@example.com,f75b853a4521962ca5d349e4ca4cb69dce2dbfef61731cb9d14f1f2f1b6499fe,UA000010000000000000000000108,EUR,48975.1,**** **** **** 1108,ACTIVE,TRANSFER,14442.15,PENDING,2024-01-02T16:37:00,UA000010000000000000000000084,
CUST-1073,Maksym Bondarenko,+380671000073,maksym.bondarenko73@example.com,25ac9b17f8113ceda4e3b18b639ac0c5821fa6cf61e31a4b2cafec4573b89522,UA000010000000000000000000148,EUR,43409.42,**** **** **** 1148,BLOCKED,BILL_PAYMENT,2888.02,PENDING,2024-01-02T16:44:00,,BILL-50272
CUST-1063,Iryna Bondarenko,+380671000063,iryna.bondarenko63@example.com,7e251ea07d59cd5fc9d7d1dc4225104e474b93d6c6881797dfbfa010774d4acb,UA000010000000000000000000128,USD,33407.91,**** **** **** 1128,BLOCKED,BILL_PAYMENT,7506.46,COMPLETED,2024-01-02T16:51:00,,BILL-50273
CUST-1063,Iryna Bondarenko,+380671000063,iryna.bondarenko63@example.com,7e251ea07d59cd5fc9d7d1dc4225104e474b93d6c6881797dfbfa010774d4acb,UA000010000000000000000000128,USD,33407.91,**** **** **** 1128,BLOCKED,TRANSFER,1396.23,COMPLETED,2024-01-02T16:58:00,UA000010000000000000000000130,
CUST-1058,Maksym Tkachuk,+380671000058,maksym.tkachuk58@example.com,daa7c4bc3f1506b52b2bcc7864db9a96aee3ec1a8a68b29c5db60de1f8a6918b,UA000010000000000000000000118,USD,30562.65,**** **** **** 1118,BLOCKED,TRANSFER,3266.41,COMPLETED,2024-01-02T17:05:00,UA000010000000000000000000013,
CUST-1006,Ivan Shevchenko,+380671000006,ivan.shevchenko6@example.com,5c4950c94a3461441c356afa783f76b83b38fd65f730f291403efbcc798acc1f,UA000010000000000000000000013,UAH,44869.94,**** **** **** 1013,ACTIVE,BILL_PAYMENT,7448.67,FAILED,2024-01-02T17:12:00,,BILL-50276
CUST-1086,Maksym Koval,+380671000086,maksym.koval86@example.com,3c0c8e2f0527574ed275f4fc831af606b283370490f9c39c7389fb5d16dd6ac8,UA000010000000000000000000173,USD,25888.96,**** **** **** 1173,ACTIVE,BILL_PAYMENT,4321.94,PENDING,2024-01-02T17:19:00,,BILL-50277
CUST-1013,Maksym Tkachuk,+380671000013,maksym.tkachuk13@example.com,1e53de2a2b4ab888cc24002ef8832d433b21956ab83ddeef989c8224b5c8f9f2,UA000010000000000000000000028,UAH,94218.02,**** **** **** 1028,ACTIVE,BILL_PAYMENT,2052.33,COMPLETED,2024-01-02T17:26:00,,BILL-50278
CUST-1093,Iryna Shevchenko,+380671000093,iryna.shevchenko93@example.com,3dcc4d43a91ae471be9fb0dfb7e7a44dcbaf8125b389d65d38604ec5582825ec,UA000010000000000000000000187,USD,12294.63,**** **** **** 1187,ACTIVE,BILL_PAYMENT,11469.66,COMPLETED,2024-01-02T17:33:00,,BILL-50279
CUST-1005,Dmytro Shevchenko,+380671000005,dmytro.shevchenko5@example.com,0eeac8171768d0cdef3a20fee6db4362d019c91e10662a6b55186336e1a42778,UA000010000000000000000000012,UAH,28575.97,**** **** **** 1012,ACTIVE,BILL_PAYMENT,814.81,FAILED,2024-01-02T17:40:00,,BILL-50280
CUST-1024,Andrii Tkachuk,+380671000024,andrii.tkachuk24@example.com,cafdc894eacc597ad76db1a750ccb876d4ed69c73b7d3d23f5e3a9e3b5c9fc2e,UA000010000000000000000000050,EUR,98000.0,**** **** **** 1050,ACTIVE,BILL_PAYMENT,8320.68,PENDING,2024-01-02T17:47:00,,BILL-50281
CUST-1049,Iryna Koval,+380671000049,iryna.koval49@example.com,a0c69ae7ad7629347d41a89d9a558b26bd9b126a3a183f3498444843acd7270d,UA000010000000000000000000099,UAH,78063.62,**** **** **** 1099,ACTIVE,BILL_PAYMENT,11477.84,COMPLETED,2024-01-02T17:54:00,,BILL-50282
CUST-1079,Kateryna Melnyk,+380671000079,kateryna.melnyk79@example.com,f46c534ea1cb330122334be00303592a10bcbbc238d1b11e1b498d4486d13755,UA000010000000000000000000160,USD,3841.3,**** **** **** 1160,BLOCKED,TRANSFER,1973.52,PENDING,2024-01-02T18:01:00,UA000010000000000000000000101,
CUST-1047,Kateryna Koval,+380671000047,kateryna.koval47@example.com,dbb70b94b6b192a1085e8056872daa4eb24002d47c82e88b1323f1a5882567ba,UA000010000000000000000000096,USD,42029.66,**** **** **** 1096,ACTIVE,BILL_PAYMENT,8389.59,COMPLETED,2024-01-02T18:08:00,,BILL-50284
CUST-1096,Ivan Bondarenko,+380671000096,ivan.bondarenko96@example.com,38ee64c8e2536e41e2543266f6a5216747b24c8b8ada7d5f7cfba8b1e80752fb,UA000010000000000000000000194,USD,57294.32,**** **** **** 1194,ACTIVE,TRANSFER,3025.92,FAILED,2024-01-02T18:15:00,UA000010000000000000000000103,
CUST-1064,Andrii Bondarenko,+380671000064,andrii.bondarenko64@example.com,51031e17ce0a58242bf97f01a2883d077c6dd21f22674ee500dbfb60228851e7,UA000010000000000000000000129,USD,34412.55,**** **** **** 1129,BLOCKED,TRANSFER,727.29,PENDING,2024-01-02T18:22:00,UA000010000000000000000000183,
CUST-1042,Kateryna Shevchenko,+380671000042,kateryna.shevchenko42@example.com,de3543c757d459090b9adaf9a80a54d54724a0f1600d4c77d6017dde58cf1189,UA000010000000000000000000086,EUR,57341.42,**** **** **** 1086,BLOCKED,BILL_PAYMENT,7814.02,PENDING,2024-01-02T18:29:00,,BILL-50287
CUST-1077,Kateryna Koval,+380671000077,kateryna.koval77@example.com,2590d18604c282ff195459db33d0ae2caab98b14d4cbfdfd4dc3ed4923bf31b8,UA000010000000000000000000156,USD,44121.87,**** **** **** 1156,BLOCKED,TRANSFER,4953.09,FAILED,2024-01-02T18:36:00,UA000010000000000000000000082,
CUST-1020,Andrii Shevchenko,+380671000020,andrii.shevchenko20@example.com,51d11024031a8951b4722671adfc8587538f5e5417206e7862e60752758a5c35,UA000010000000000000000000042,EUR,11255.06,**** **** **** 1042,ACTIVE,BILL_PAYMENT,14859.71,FAILED,2024-01-02T18:43:00,,BILL-50289
CUST-1038,Sofiia Koval,+380671000038,sofiia.koval38@example.com,b64171fda74426604480b9bf7c10ccdc2ebc80266c8667c42346f54ce87d4dec,UA000010000000000000000000077,USD,5394.27,**** **** **** 1077,BLOCKED,BILL_PAYMENT,7634.36,FAILED,2024-01-02T18:50:00,,BILL-50290
CUST-1068,Kateryna Shevchenko,+380671000068,kateryna.shevchenko68@example.com,5a583fab00aa1c17acaad80b2b9b5a16a8563e7e66808bf4b4acbfb55d9b85d4,UA000010000000000000000000137,USD,67276.43,**** **** **** 1137,ACTIVE,BILL_PAYMENT,10645.66,COMPLETED,2024-01-02T18:57:00,,BILL-50291
CUST-1060,Dmytro Bondarenko,+380671000060,dmytro.bondarenko60@example.com,598ed9422e3d9c328f48cafc2c66a66a3d393b64290f7741d60e6e22c03ca031,UA000010000000000000000000122,EUR,68235.05,**** **** **** 1122,BLOCKED,TRANSFER,5556.95,FAILED,2024-01-02T19:04:00,UA000010000000000000000000029,
CUST-1053,Dmytro Bondarenko,+380671000053,dmytro.bondarenko53@example.com,f75b853a4521962ca5d349e4ca4cb69dce2dbfef61731cb9d14f1f2f1b6499fe,UA000010000000000000000000107,USD,75425.9,**** **** **** 1107,BLOCKED,BILL_PAYMENT,11961.48,FAILED,2024-01-02T19:11:00,,BILL-50293
CUST-1088,Maksym Tkachenko,+380671000088,maksym.tkachenko88@example.com,1d45a36925bcb8f729f8f06ee0ec689f440cc6b08c3a0573ed12e10104e1e9a0,UA000010000000000000000000177,USD,72733.92,**** **** **** 1177,BLOCKED,TRANSFER,8973.8,COMPLETED,2024-01-02T19:18:00,UA000010000000000000000000168,
CUST-1099,Olena Tkachuk,+380671000099,olena.tkachuk99@example.com,ab2f50fe825bc3a9a8b649f173af23be3a052db9b410fcb0127e50ae9c356ba7,UA000010000000000000000000199,UAH,41443.24,**** **** **** 1199,BLOCKED,TRANSFER,10834.93,FAILED,2024-01-02T19:25:00,UA000010000000000000000000123,
CUST-1021,Iryna Bondarenko,+380671000021,iryna.bondarenko21@example.com,2d6b3bb57cb9e22fa36516172ef096b30ae00d08eedc1499c599b6269975521d,UA000010000000000000000000044,EUR,55769.14,**** **** **** 1044,BLOCKED,BILL_PAYMENT,2259.25,FAILED,2024-01-02T19:32:00,,BILL-50296
CUST-1031,Andrii Melnyk,+380671000031,andrii.melnyk31@example.com,3b3ad733c8571384c133694595c33d96c638b36f08a484bd0ad38bf312fdb294,UA000010000000000000000000063,USD,16760.59,**** **** **** 1063,ACTIVE,TRANSFER,8609.93,FAILED,2024-01-02T19:39:00,UA000010000000000000000000029,
CUST-1024,Andrii Tkachuk,+380671000024,andrii.tkachuk24@example.com,cafdc894eacc597ad76db1a750ccb876d4ed69c73b7d3d23f5e3a9e3b5c9fc2e,UA000010000000000000000000049,UAH,1351.02,**** **** **** 1049,ACTIVE,TRANSFER,6643.53,COMPLETED,2024-01-02T19:46:00,UA000010000000000000000000039,
CUST-1052,Andrii Tkachuk,+380671000052,andrii.tkachuk52@example.com,f511f615cd867553edd2fc66f4dc34441851f699cc1457f767c5ec0bad8cd250,UA000010000000000000000000106,EUR,86288.0,**** **** **** 1106,BLOCKED,TRANSFER,6185.14,FAILED,2024-01-02T19:53:00,UA000010000000000000000000121,
CUST-1094,Sofiia Koval,+380671000094,sofiia.koval94@example.com,3fdd6e2fcae488c7c7818992ad08249cd0f6576f6ff846bcecaa816e002cde3c,UA000010000000000000000000189,UAH,15770.56,**** **** **** 1189,BLOCKED,TRANSFER,10601.34,FAILED,2024-01-02T20:00:00,UA000010000000000000000000054,
CUST-1071,Ivan Tkachuk,+380671000071,ivan.tkachuk71@example.com,a06afaf373a81a1bcd1641fdd0f8b9c2c0d7104171abafbd80d11e933a9c6a13,UA000010000000000000000000144,UAH,59617.69,**** **** **** 1144,ACTIVE,BILL_PAYMENT,14971.94,COMPLETED,2024-01-02T20:07:00,,BILL-50301
CUST-1067,Andrii Tkachuk,+380671000067,andrii.tkachuk67@example.com,8a110e75a8142ab756babe02160548ed6c254ae3fd931b297aa4edba91065732,UA000010000000000000000000135,UAH,20736.71,**** **** **** 1135,ACTIVE,BILL_PAYMENT,4740.6,PENDING,2024-01-02T20:14:00,,BILL-50302
CUST-1058,Maksym Tkachuk,+380671000058,maksym.tkachuk58@example.com,daa7c4bc3f1506b52b2bcc7864db9a96aee3ec1a8a68b29c5db60de1f8a6918b,UA000010000000000000000000118,USD,30562.65,**** **** **** 1118,BLOCKED,BILL_PAYMENT,8216.78,FAILED,2024-01-02T20:21:00,,BILL-50303
CUST-1098,Sofiia Shevchenko,+380671000098,sofiia.shevchenko98@example.com,125e175312b42ca54475207f1ad47df9ac421dd758fcc5c2ab19ae31e451cc53,UA000010000000000000000000198,UAH,55647.23,**** **** **** 1198,ACTIVE,BILL_PAYMENT,9170.64,PENDING,2024-01-02T20:28:00,,BILL-50304
CUST-1031,Andrii Melnyk,+380671000031,andrii.melnyk31@example.com,3b3ad733c8571384c133694595c33d96c638b36f08a484bd0ad38bf312fdb294,UA000010000000000000000000064,USD,87344.51,**** **** **** 1064,BLOCKED,BILL_PAYMENT,8393.4,PENDING,2024-01-02T20:35:00,,BILL-50305
CUST-1038,Sofiia Koval,+380671000038,sofiia.koval38@example.com,b64171fda74426604480b9bf7c10ccdc2ebc80266c8667c42346f54ce87d4dec,UA000010000000000000000000077,USD,5394.27,**** **** **** 1077,BLOCKED,BILL_PAYMENT,10588.27,FAILED,2024-01-02T20:42:00,,BILL-50306
CUST-1090,Sofiia Tkachuk,+380671000090,sofiia.tkachuk90@example.com,a4273f882cab7a89e7fa8e5a1298799b62233ada8a93f880f58bbd87db44d6a3,UA000010000000000000000000181,USD,5506.05,**** **** **** 1181,ACTIVE,BILL_PAYMENT,4789.76,COMPLETED,2024-01-02T20:49:00,,BILL-50307
CUST-1071,Ivan Tkachuk,+380671000071,ivan.tkachuk71@example.com,a06afaf373a81a1bcd1641fdd0f8b9c2c0d7104171abafbd80d11e933a9c6a13,UA000010000000000000000000144,UAH,59617.69,**** **** **** 1144,ACTIVE,BILL_PAYMENT,4352.45,FAILED,2024-01-02T20:56:00,,BILL-50308
CUST-1086,Maksym Koval,+380671000086,maksym.koval86@example.com,3c0c8e2f0527574ed275f4fc831af606b283370490f9c39c7389fb5d16dd6ac8,UA000010000000000000000000174,EUR,20065.85,**** **** **** 1174,ACTIVE,BILL_PAYMENT,13441.62,COMPLETED,2024-01-02T21:03:00,,BILL-50309
CUST-1044,Kateryna Melnyk,+380671000044,kateryna.melnyk44@example.com,147eb7dd0f4c59120be8adb20f9dc4d4a0ccb27a0d48d7546dfa171dd980f075,UA000010000000000000000000089,USD,44736.82,**** **** **** 1089,ACTIVE,TRANSFER,4392.27,COMPLETED,2024-01-02T21:10:00,UA000010000000000000000000183,
CUST-1010,Dmytro Koval,+380671000010,dmytro.koval10@example.com,b35892cb8b089e03e4420b94df688122a2b76d4ad0f8b94ad20808bb029e48a5,UA000010000000000000000000021,UAH,19799.89,**** **** **** 1021,ACTIVE,BILL_PAYMENT,13863.94,FAILED,2024-01-02T21:17:00,,BILL-50311
CUST-1032,Kateryna Koval,+380671000032,kateryna.koval32@example.com,451a8149ebd58dbd064e3337c6de5d4f4bb08cd70bbbd48d62a205bd706b6bb0,UA000010000000000000000000066,USD,31213.9,**** **** **** 1066,ACTIVE,BILL_PAYMENT,3249.1,FAILED,2024-01-02T21:24:00,,BILL-50312
CUST-1034,Sofiia Tkachuk,+380671000034,sofiia.tkachuk34@example.com,94cd5db06baf087fd56c0042adc1deb162d271acfb8b3eb0277069517998d489,UA000010000000000000000000070,EUR,98133.82,**** **** **** 1070,BLOCKED,BILL_PAYMENT,2102.23,FAILED,2024-01-02T21:31:00,,BILL-50313
CUST-1094,Sofiia Koval,+380671000094,sofiia.koval94@example.com,3fdd6e2fcae488c7c7818992ad08249cd0f6576f6ff846bcecaa816e002cde3c,UA000010000000000000000000190,UAH,99397.89,**** **** **** 1190,ACTIVE,TRANSFER,3674.75,FAILED,2024-01-02T21:38:00,UA000010000000000000000000136,
CUST-1028,Sofiia Tkachenko,+380671000028,sofiia.tkachenko28@example.com,034a0cdf079dfa3ca924e07e3c509bbf50768d1949b021c0ea0030cff80ba4d1,UA000010000000000000000000058,EUR,11176.57,**** **** **** 1058,BLOCKED,TRANSFER,834.74,COMPLETED,2024-01-02T21:45:00,UA000010000000000000000000085,
CUST-1091,Andrii Melnyk,+380671000091,andrii.melnyk91@example.com,7f6ceca338f7fe1bb409870c95cbf5009115df953af77a91ef912a11cf6423c7,UA000010000000000000000000184,UAH,87399.25,**** **** **** 1184,BLOCKED,BILL_PAYMENT,1553.15,PENDING,2024-01-02T21:52:00,,BILL-50316
CUST-1000,Olena Shevchenko,+380671000000,olena.shevchenko0@example.com,cb71cd3f59909532b783257f5f97d0502af258231f9d17cbe762799c0bb4a0f6,UA000010000000000000000000002,UAH,86103.9,**** **** **** 1002,ACTIVE,TRANSFER,6133.27,COMPLETED,2024-01-02T21:59:00,UA000010000000000000000000123,
CUST-1083,Sofiia Bondarenko,+380671000083,sofiia.bondarenko83@example.com,dd76076f40644e9e57f7459bfc37b2ef8b7084bda5a3127c24a62c86dd45eb0b,UA000010000000000000000000167,USD,79500.35,**** **** **** 1167,ACTIVE,TRANSFER,11350.87,COMPLETED,2024-01-02T22:06:00,UA000010000000000000000000083,
CUST-1036,Olena Bondarenko,+380671000036,olena.bondarenko36@example.com,133f8a05107e5442771c85da3dec70050ae5f3273849326b4a4e2ceaab2ef058,UA000010000000000000000000074,USD,73125.96,**** **** **** 1074,BLOCKED,TRANSFER,13623.66,PENDING,2024-01-02T22:13:00,UA000010000000000000000000167,
CUST-1073,Maksym Bondarenko,+380671000073,maksym.bondarenko73@example.com,25ac9b17f8113ceda4e3b18b639ac0c5821fa6cf61e31a4b2cafec4573b89522,UA000010000000000000000000147,EUR,78480.9,**** **** **** 1147,BLOCKED,TRANSFER,8050.53,FAILED,2024-01-02T22:20:00,UA000010000000000000000000010,
CUST-1022,Olena Melnyk,+380671000022,olena.melnyk22@example.com,d0f82756c4d40d20e1fdbc90cf4da4adff02fe23b355687525880514642f764e,UA000010000000000000000000045,USD,60878.15,**** **** **** 1045,BLOCKED,BILL_PAYMENT,13239.56,PENDING,2024-01-02T22:27:00,,BILL-50321
CUST-1004,Olena Bondarenko,+380671000004,olena.bondarenko4@example.com,a417b5dc3d06d15d91c6687e27fc1705ebc56b3b2d813abe03066e5643fe4e74,UA000010000000000000000000010,UAH,25616.98,**** **** **** 1010,ACTIVE,BILL_PAYMENT,11830.01,PENDING,2024-01-02T22:34:00,,BILL-50322
CUST-1095,Olena Tkachenko,+380671000095,olena.tkachenko95@example.com,b3f20ff60a6e1eda26f8c412e7173c7ee7f5b3a1124b87a38d3deb63274c1a61,UA000010000000000000000000192,EUR,38657.42,**** **** **** 1192,BLOCKED,BILL_PAYMENT,13157.31,PENDING,2024-01-02T22:41:00,,BILL-50323
CUST-1038,Sofiia Koval,+380671000038,sofiia.koval38@example.com,b64171fda74426604480b9bf7c10ccdc2ebc80266c8667c42346f54ce87d4dec,UA000010000000000000000000077,USD,5394.27,**** **** **** 1077,BLOCKED,TRANSFER,13930.4,COMPLETED,2024-01-02T22:48:00,UA000010000000000000000000073,
CUST-1058,Maksym Tkachuk,+380671000058,maksym.tkachuk58@example.com,daa7c4bc3f1506b52b2bcc7864db9a96aee3ec1a8a68b29c5db60de1f8a6918b,UA000010000000000000000000117,EUR,38657.72,**** **** **** 1117,ACTIVE,BILL_PAYMENT,13344.44,PENDING,2024-01-02T22:55:00,,BILL-50325
CUST-1064,Andrii Bondarenko,+380671000064,andrii.bondarenko64@example.com,51031e17ce0a58242bf97f01a2883d077c6dd21f22674ee500dbfb60228851e7,UA000010000000000000000000130,USD,75448.97,**** **** **** 1130,BLOCKED,BILL_PAYMENT,4128.91,PENDING,2024-01-02T23:02:00,,BILL-50326
CUST-1042,Kateryna Shevchenko,+380671000042,kateryna.shevchenko42@example.com,de3543c757d459090b9adaf9a80a54d54724a0f1600d4c77d6017dde58cf1189,UA000010000000000000000000085,EUR,75065.32,**** **** **** 1085,ACTIVE,TRANSFER,10980.23,FAILED,2024-01-02T23:09:00,UA000010000000000000000000066,
CUST-1091,Andrii Melnyk,+380671000091,andrii.melnyk91@example.com,7f6ceca338f7fe1bb409870c95cbf5009115df953af77a91ef912a11cf6423c7,UA000010000000000000000000184,UAH,87399.25,**** **** **** 1184,BLOCKED,TRANSFER,260.56,COMPLETED,2024-01-02T23:16:00,UA000010000000000000000000076,
CUST-1072,Andrii Bondarenko,+380671000072,andrii.bondarenko72@example.com,79db1e22563af60be55a3717827926b76139d2428cbe693eba1643c2798e048d,UA000010000000000000000000146,EUR,60440.75,**** **** **** 1146,ACTIVE,TRANSFER,2673.65,FAILED,2024-01-02T23:23:00,UA000010000000000000000000104,
CUST-1054,Dmytro Tkachenko,+380671000054,dmytro.tkachenko54@example.com,db383db8666c1c7f372e49b801a0405e0dd4193ab772163521b16e78879fa334,UA000010000000000000000000110,UAH,27899.8,**** **** **** 1110,BLOCKED,BILL_PAYMENT,1346.73,FAILED,2024-01-02T23:30:00,,BILL-50330
CUST-1012,Andrii Shevchenko,+380671000012,andrii.shevchenko12@example.com,fdac810d0c09f25c5ddcee9976ab1f1ae1973dba7c65152d95b0937bc2a6c883,UA000010000000000000000000025,UAH,96117.11,**** **** **** 1025,ACTIVE,TRANSFER,14726.19,COMPLETED,2024-01-02T23:37:00,UA000010000000000000000000083,
CUST-1031,Andrii Melnyk,+380671000031,andrii.melnyk31@example.com,3b3ad733c8571384c133694595c33d96c638b36f08a484bd0ad38bf312fdb294,UA000010000000000000000000064,USD,87344.51,**** **** **** 1064,BLOCKED,TRANSFER,3948.74,PENDING,2024-01-02T23:44:00,UA000010000000000000000000115,
CUST-1096,Ivan Bondarenko,+380671000096,ivan.bondarenko96@example.com,38ee64c8e2536e41e2543266f6a5216747b24c8b8ada7d5f7cfba8b1e80752fb,UA000010000000000000000000193,USD,86156.5,**** **** **** 1193,BLOCKED,BILL_PAYMENT,14312.82,COMPLETED,2024-01-02T23:51:00,,BILL-50333
CUST-1074,Olena Tkachuk,+380671000074,olena.tkachuk74@example.com,efacf97ed63d8d618e5c1f03e2fbd3656ed4c97ba04abf6db791534b425641c2,UA000010000000000000000000150,UAH,85107.99,**** **** **** 1150,BLOCKED,TRANSFER,3960.22,COMPLETED,2024-01-02T23:58:00,UA000010000000000000000000178,
CUST-1030,Olena Melnyk,+380671000030,olena.melnyk30@example.com,85fcbe6bf830f23209ea6a932921e8da31a653a24a20cb84e75c4997e505690b,UA000010000000000000000000061,USD,3453.85,**** **** **** 1061,BLOCKED,TRANSFER,10033.4,COMPLETED,2024-01-03T00:05:00,UA000010000000000000000000079,
CUST-1020,Andrii Shevchenko,+380671000020,andrii.shevchenko20@example.com,51d11024031a8951b4722671adfc8587538f5e5417206e7862e60752758a5c35,UA000010000000000000000000041,EUR,81893.31,**** **** **** 1041,BLOCKED,BILL_PAYMENT,10306.8,FAILED,2024-01-03T00:12:00,,BILL-50336
CUST-1098,Sofiia Shevchenko,+380671000098,sofiia.shevchenko98@example.com,125e175312b42ca54475207f1ad47df9ac421dd758fcc5c2ab19ae31e451cc53,UA000010000000000000000000198,UAH,55647.23,**** **** **** 1198,ACTIVE,BILL_PAYMENT,10369.84,FAILED,2024-01-03T00:19:00,,BILL-50337
CUST-1037,Maksym Bondarenko,+380671000037,maksym.bondarenko37@example.com,1a31ac086ebf1341c916929e6d982767cd8568887d7c930ba8abd062afa08eac,UA000010000000000000000000076,USD,90050.97,**** **** **** 1076,ACTIVE,BILL_PAYMENT,9238.65,PENDING,2024-01-03T00:26:00,,BILL-50338
CUST-1017,Olena Shevchenko,+380671000017,olena.shevchenko17@example.com,4a6b7fa040bcfc734a113fee84d3789c0a626d70d029afad0d1c3e7b6c562e14,UA000010000000000000000000035,UAH,46370.27,**** **** **** 1035,ACTIVE,BILL_PAYMENT,2340.12,FAILED,2024-01-03T00:33:00,,BILL-50339
CUST-1077,Kateryna Koval,+380671000077,kateryna.koval77@example.com,2590d18604c282ff195459db33d0ae2caab98b14d4cbfdfd4dc3ed4923bf31b8,UA000010000000000000000000156,USD,44121.87,**** **** **** 1156,BLOCKED,BILL_PAYMENT,6266.89,FAILED,2024-01-03T00:40:00,,BILL-50340
CUST-1060,Dmytro Bondarenko,+380671000060,dmytro.bondarenko60@example.com,598ed9422e3d9c328f48cafc2c66a66a3d393b64290f7741d60e6e22c03ca031,UA000010000000000000000000121,USD,3873.46,**** **** **** 1121,BLOCKED,TRANSFER,11439.8,FAILED,2024-01-03T00:47:00,UA000010000000000000000000194,
CUST-1076,Sofiia Koval,+380671000076,sofiia.koval76@example.com,55e315face2c7bcfc4b1d43be3a863e3bbb565ad3dafe30a9dd45b51b190be9d,UA000010000000000000000000153,EUR,16146.12,**** **** **** 1153,ACTIVE,TRANSFER,7906.32,FAILED,2024-01-03T00:54:00,UA000010000000000000000000181,
CUST-1046,Sofiia Bondarenko,+380671000046,sofiia.bondarenko46@example.com,3f1b954c84d8216e09ae793664571dedb1e1bcc9a2bfdc2b6dc58db9a24fa7de,UA000010000000000000000000093,EUR,31731.53,**** **** **** 1093,ACTIVE,TRANSFER,13762.81,PENDING,2024-01-03T01:01:00,UA000010000000000000000000016,
CUST-1070,Maksym Melnyk,+380671000070,maksym.melnyk70@example.com,44b6dadf9835ff29d5342da14dfaf76e3d828081a1704b131baa355f950e6047,UA000010000000000000000000141,EUR,3542.16,**** **** **** 1141,BLOCKED,TRANSFER,8611.89,PENDING,2024-01-03T01:08:00,UA000010000000000000000000043,
CUST-1041,Sofiia Tkachuk,+380671000041,sofiia.tkachuk41@example.com,a8a5146b1f97c2c8987ccb3a87d2f30b8aa258c2a32cb96115bf381d42df875c,UA000010000000000000000000084,UAH,42624.19,**** **** **** 1084,BLOCKED,BILL_PAYMENT,1787.79,PENDING,2024-01-03T01:15:00,,BILL-50345
CUST-1091,Andrii Melnyk,+380671000091,andrii.melnyk91@example.com,7f6ceca338f7fe1bb409870c95cbf5009115df953af77a91ef912a11cf6423c7,UA000010000000000000000000184,UAH,87399.25,**** **** **** 1184,BLOCKED,BILL_PAYMENT,1409.58,FAILED,2024-01-03T01:22:00,,BILL-50346
CUST-1057,Ivan Shevchenko,+380671000057,ivan.shevchenko57@example.com,3b356cdbaeb3d03a6b6f713a048489d62fd63b4a8fd0c70a976cb0b70c119e46,UA000010000000000000000000115,USD,7164.31,**** **** **** 1115,BLOCKED,TRANSFER,6828.81,FAILED,2024-01-03T01:29:00,UA000010000000000000000000107,
CUST-1058,Maksym Tkachuk,+380671000058,maksym.tkachuk58@example.com,daa7c4bc3f1506b52b2bcc7864db9a96aee3ec1a8a68b29c5db60de1f8a6918b,UA000010000000000000000000117,EUR,38657.72,**** **** **** 1117,ACTIVE,TRANSFER,8404.02,FAILED,2024-01-03T01:36:00,UA000010000000000000000000079,
CUST-1092,Kateryna Melnyk,+380671000092,kateryna.melnyk92@example.com,905026a6ddab21a9d1dca17cc4f47b843eccd1c4806f7f3c59b88cdac12e339f,UA000010000000000000000000186,UAH,96584.27,**** **** **** 1186,BLOCKED,TRANSFER,5969.43,PENDING,2024-01-03T01:43:00,UA000010000000000000000000191,
